FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
32127;Pasta, täysjyväriisijauho, luontaisesti gluteeniton, keitetty, suolaa;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
32128;Lihapiirakka, järvisuomen portti;DISH;FRIE;100;DISH;NONINGR;BAKSALT;CEBAKTOT
32129;Spagettilihavuoka, saarioinen, valmisateria;DISH;IND;100;DISH;NONINGR;MEATCASS;MEATDTOT
32130;Kasvispihvi, saarioinen;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
32132;Muro, riisi-vehnähiutale, nestle fitness & yoghurt, aamiaishiutale, vitaminoitu;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32135;Muro, riisi-vehnähiutale, nestle fitness & fruits, aamiaishiutale, vitaminoitu;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32136;Jogurtti, maustamaton, activia, rasvaa 3,4 %, probiootteja;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32138;Perunalaatikko, broilerikiusaus, pirkka, valmisateria;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
32142;Jogurtti, maustettu hillolla, rasvaa 2 %, vl, d-vit 1 ug;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32144;Porkkanaohukainen, teollinen;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
32145;Jogurtti, maustettu, a+, rasvaton, vl, d-vit 1 ug;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32146;Sipuli, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
32147;Herne, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
32148;Broilerikastike, ruskea kastike, rasvaa;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
32149;Kesäkurpitsa, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
32150;Hedelmäsose, kotitekoinen lastenruoka;DISH;MASH;100;DISH;NONINGR;BABFRUB;BABYFTOT
32151;Broilerikastike, ruskea kastike, kasviksia, rasvaa;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
32152;Pakastekasvissekoitus, grillatut vihannekset, suolaa ja öljyä, (kypsentämätön);DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32153;Bearnaisekastikejauhe, kastikeainekset, knorr;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32154;Broilerikastike, broileristroganoff;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
32155;Pakastekasvissekoitus, aurinkokasvikset, porkkana-papu;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32156;Pakastekasvissekoitus, herne-maissi-porkkana;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32157;Pakastekasvissekoitus, kartanon kasvikset, parsakaali-porkkana-paprika;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32158;Pakastekasvissekoitus, juuressekoitus;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32159;Pakastekasvissekoitus, kruunusekoitus, parsakaali-porkkana-kukkakaali;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32160;Broilerikastike, ruskea kastike, hedelmäinen, rasvaa;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
32161;Pakastekasvissekoitus, maalaiskasvikset, porkkana-papu-palsternakka;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32162;Pakastekasvissekoitus, parsakaali-porkkana-vesikastanja;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32163;Bearnaisekastikejauhe, kastikeainekset, campbell's/blå band;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32164;Broileria ja riisiä, uunissa;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
32165;Pakastekasvissekoitus, patajuurekset, porkkana-lanttu-sipuli;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32166;Pakastekasvissekoitus, peruna-keittovihannes;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32167;Pakastekasvissekoitus, pomodoro, tomaatti-kasvis;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32168;Bearnaisekastike, kastikejauheesta, tuotekeskiarvo;DISH;BOIL;100;DISH;NONINGR;FATSAUCE;FATTOT
32169;Broileri-pastavuoka, kasvirasvakerma;DISH;BAK;100;DISH;NONINGR;POULTDI;MEATDTOT
32170;Pakastekasvissekoitus, parsakaali-maissi-porkkana;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32171;Pakastekasvissekoitus, porkkana-papu-herne-kukkakaali;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32172;Soijavälipala, alpro, hapatettu, maustettu, rasvaa 2 %, kalsiumia, vitaminoitu;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
32173;Pakastekasvissekoitus, keskiarvo, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
32174;Broileripata, hedelmäinen;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
32175;Hollandaisekastikejauhe, kastikeainekset, campbell's/blå band;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32176;Hollandaisekastike, kastikejauheesta, vesi, campbell's/blå band;DISH;BOIL;100;DISH;NONINGR;FATSAUCE;FATTOT
32177;Salaatinkastike, thousand island, kevyt, felix, rypsiöljypohjainen, rasvaa 15 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32178;Salaatinkastike, ranskalainen, saarioinen, rypsiöljypohjainen, rasvaa 47 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32179;Salaatinkastike, kartanon, kevyt, saarioinen, rypsiöljypohjainen, rasvaa 23 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32181;Kasvissose, kotitekoinen lastenruoka, suolaton;DISH;MASH;100;DISH;NONINGR;BABVEGE;BABYFTOT
32186;Pakastekasvissekoitus, amerikansekoitus, porkkana-parsakaali-papu-paprika-maissi;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
32189;Viili, maustettu, rasvaa 2 %, d-vitamiinia 1 ug;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
32191;Nakki, broilernakki, atria;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32193;Soijavälipala, hapatettu, maustettu, rasvaa 2 %, kalsiumia;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
32194;Juustotikku, paneroitu, mozzarella-cheddar;DISH;FRIE;100;DISH;NONINGR;SNACK;MISCTOT
32195;Nakki, broilernakki, hk;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32196;Sipulirengas, paneroitu, friteerattu, ravintola;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
32197;Nakki, kevyt kalkkunanakki, atria;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32198;Kokolihaleikkele, ohut 100 % broilerinfilee, hk, rasvaa 1,9 %;FOOD;BAK;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
32199;Broilerikeitto;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
32201;Jogurtti, turkkilainen/kreikkalainen, rasvaa 10 %;FOOD;IND;100;CREAM;MILKTOT;YOGHURT;MILKDTOT
32202;Katkarapu, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
32203;Lohi, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
32204;Kirjolohi, keitetty, suolaton;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
32205;Lohi tai kirjolohi, keitetty, suolaton;DISH;MIX;100;DISH;NONINGR;FISH;FISHDTOT
32206;Kala-kasvispaistos, lohi, sekavihannekset, sulatejuusto, maito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32208;Makaronilaatikko, kala-makaronilaatikko, lohi, kevytmaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32209;Makaronilaatikko, kala-makaronilaatikko, seiti, kevytmaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32211;Perunalaatikko, kala-perunalaatikko, lohi, kevytmaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32212;Perunalaatikko, kala-perunalaatikko, seiti, kevytmaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32214;Kala-pinaattivuoka, lohi, kevytmaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32217;Kalapuikko, teollinen, uunissa;DISH;BAK;100;DISH;NONINGR;FISHDOTH;FISHDTOT
32218;Kalapuikko, lohi, findus, uunissa;DISH;BAK;100;DISH;NONINGR;FISHDOTH;FISHDTOT
32224;Kala-riisilaatikko, lohi, munamaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32225;Kala-riisilaatikko, seiti, munamaito;DISH;BAK;100;DISH;NONINGR;FISHCASS;FISHDTOT
32228;Kalakukko, ahvenkukko;DISH;BAK;100;DISH;NONINGR;FISHDOTH;FISHDTOT
32229;Ahven, paistettu, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32230;Ahven, paistettu voissa, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32231;Hauki, paistettu voissa, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32232;Kala, keskiarvo, paistettu voissa, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32233;Jauhelihakastike, tomaattinen, naudanpaisti, suurustettu;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32234;Jauhelihakastike, tomaattinen, naudanpaisti, suurustamaton;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32236;Jauhelihakastike, tomaattinen, naudanliha 17 %, suurustamaton;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32237;Kirjolohi, paistettu;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32238;Kirjolohifilee, kasvirasvakerma, ei korppujauhoja, uunissa;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
32239;Jauhelihakastike, tomaattinen, naudanliha 17 %, suurustettu;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32240;Kirjolohifilee, kermainen, ei korppujauhoja, uunissa;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
32241;Jauhelihakastike, tomaattinen, sika-nauta, suurustettu;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32242;Jauhelihakastike, tomaattinen, sika-nauta, suurustamaton;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32243;Jauhelihakastike, tomaattinen, naudanliha 7 %, suurustamaton;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32244;Jauhelihakastike, tomaattinen, naudanliha 7 %, suurustettu;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32245;Jauhelihakastike, ruskea kastike, naudanliha 7 %, ei rasvaa;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32248;Seiti, paistettu, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32249;Siika, paistettu voissa, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32250;Siika, paistettu, ei korppujauhoja;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
32251;Uunisilakka, silakkafilee, kerma, ei korppujauhoja;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
32256;Salaatti, punajuurisalaatti, majoneesikastike, teollinen, tuotekeskiarvo;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
32257;Kokolihaleikkele, ohuen ohut broilerin fileeleike, hk, rasvaa 2 %;FOOD;BAK;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
32274;Kakku, mokkapalat;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32278;Hillopiirakka, pullapohja, täysmaito;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32279;Hillopiirakka, piimätaikinapohja;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32280;Marjapiirakka, pullapohja, vesi;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32282;Hillopiirakka, pullapohja, rasvaton maito, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32283;Hillopiirakka, pullapohja, täysmaito, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32284;Hillopiirakka, pullapohja, kevytmaito, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32301;Margariini 60%, flora normaalisuolainen;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32308;Margariini 60%, flora laktoositon;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32316;Marjapiirakka, pullapohja, rasvaton maito, sokeriton;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32318;Marjapiirakka, pullapohja, kevytmaito, sokeriton;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32319;Marjapiirakka, pullapohja, täysmaito, sokeriton;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32320;Marjapiirakka, pullapohja, rasvaton maito, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32321;Marjapiirakka, pullapohja, kevytmaito, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32322;Marjapiirakka, pullapohja, täysmaito, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32323;Marjapiirakka, pullapohja, rasvaton maito, keinotekoisesti makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32324;Marjapiirakka, pullapohja, kevytmaito, keinotekoisesti makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32325;Marjapiirakka, pullapohja, täysmaito, keinotekoisesti makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32326;Marjapiirakka, piimätaikinapohja;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32327;Marjapiirakka, muropohja, sokeriton;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32328;Marjapiirakka, muropohja, fruktoosilla makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32329;Marjapiirakka, muropohja, keinotekoisesti makeutettu;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32330;Marjapiirakka, pullapohja, kananmunaton;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32331;Marjapiirakka, pullapohja, vesi, maidoton, kananmunaton;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32332;Rahkamarjapiirakka, muropohja;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32333;Omenapiirakka, pullapohja, täysmaito;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32335;Raparperipiirakka, piimätaikinapohja;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32336;Raparperipiirakka, pullapohja, rasvaton maito;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32338;Makean piirakan piimätaikinapohja;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32341;Margariini 60%, flora reilusti suolattu;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32342;Margariini 80%, leivontaan ja ruoanlaittoon;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32343;Kasvirasvalevite 38%, becel kevyt;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
32344;Kasviöljyvalmiste, juokseva, 82%, flora culinesse;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32348;Kasviöljyvalmiste, juokseva, 82%, becel;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32350;Kasvirasvalevite 38%, becel kevyt oliivi;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
32354;Kasviöljyvalmiste, juokseva, 80%, keiju rypsi;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32357;Munkinpaistorasva 100 %, sunnuntai;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32360;Margariini 60%, benecol laktoositon;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32366;(arc) rasvaseos 60%, bunge makuisa;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
32367;Muksu soijajuoma 1-3 v, leikki-ikäiselle;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
32372;(arc) kasvirasvalevite 32%, benecol kevyt oliivi;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32374;(arc)margariini 40 %, benecol;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32379;Jauheliha-makaronimuhennos, naudan jauheliha 17%;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32380;Jauheliha-makaronimuhennos, broileri;DISH;BOIL;100;DISH;NONINGR;POULTDI;MEATDTOT
32381;Spagettikastikejauhe, kastikeainekset, knorr;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32382;Jauhelihakastike, tomaattinen, naudanliha 17 %, kastikejauheesta;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32383;Jauhelihakastike, tomaattinen, sika-nauta, kastikejauheesta;DISH;BOIL;100;DISH;NONINGR;MINCMED;MEATDTOT
32384;Ateriakastike, currykastike, uncle ben's, valmiskastike;DISH;MIX;100;DISH;NONINGR;SPISAUCE;MISCTOT
32385;Raejuusto, rasvaa 1,5 %;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
32386;Ateriakastike, tikka masala, uncle ben's, valmiskastike;FOOD;MIX;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
32397;Ateriasalaatti, tonnikalasalaatti, makaroni, vihersalaatti, herne-maissi-paprika;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
32398;Tonnikala-makaronimuhennos, tonnikala vedessä;DISH;BOIL;100;DISH;NONINGR;FISHCASS;FISHDTOT
32401;Mantelikala, seiti, korppujauho, ruokakerma 15 %;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
32403;Dippikastikejauhe, sisältää maitoa, kastikeainekset;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32404;Dippikastikejauhe, maidoton, kastikeainekset;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32405;Kylmä kastike, kermaviilikastike, dippikastike, rasvaa 10-12 %, jauheesta;DISH;MIX;100;DISH;NONINGR;MILKSAUC;MILKDTOT
32407;Meetvursti, ultrakevyt, rasvaa 9 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32409;Kokolihaleikkele, korppukinkku, rasvaa 3 %;FOOD;BOIL;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
32416;Marjajuoma, proviva, keskiarvo, probiootteja;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
32417;Hedelmäjuoma, mango, proviva, probiootteja;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
32418;Kauravalmiste, hapatettu, marja-hedelmä, yosa, keskiarvo, probiootteja;FOOD;IND;100;OATBAR;CERTOT;PORR;CEBAKTOT
32422;(arc)välipalajuoma,tehojuoma, hedelmä, gefilus, c- ja d-vitamiinia, probiootteja;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
32423;Välipalajuoma, tehojuoma, hedelmäinen, rainbow, probiootteja;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
32424;Välipalajuoma, tehojuoma, marjainen, rainbow, probiootteja;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
32431;Kasviöljyvalmiste, juokseva, 80%, sunnuntai, rypsiöljy;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32437;(arc) kasvirasvalevite 30%, keiju deli oliivi;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
32438;Mysli, hedelmäinen, gluteeniton hedelmämysli, pirkka;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32439;Muro, täysjyvämuro, pirkka, vitaminoitu;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32440;Muro, marjainen täysjyvämuro, pirkka, vitaminoitu;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32441;Muro, suklaamuro, vehnärenkaita suklaa, top food;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32442;Muro, hunajamuro, vehnärenkaita hunaja, top food;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32443;Muro, neljänviljanmuro, sun muro, top food;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32444;Mysli, hedelmäinen, pirkka;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32445;Muro, suklaamuro, pirkka;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32446;Mysli, muromysli, rainbow;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32447;Mysli, muromysli, hedelmäinen muromysli, rainbow;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32449;Välipalapatukka, jogurttinen myslipatukka;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
32450;Välipalapatukka, täysjyväviljainen myslipatukka;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
32451;Välipalapatukka, marjaisa myslipatukka;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
32452;Välipalapatukka, hedelmäinen myslipatukka;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
32454;Lihapata, karjalanpaisti, nauta, keskirasvainen sika, juurekset;DISH;BAK;100;DISH;NONINGR;MEATPOT;MEATDTOT
32455;Verigreippi, kuorittu;FOOD;RAW;100;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
32456;Latva-artisokka;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
32459;Sekaleipä, puhtileipä, katri antell;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32460;Sekaleipä, vaaleavaalea, katri antell;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32461;Vaalea leipä, vehnäsämpylä, lounassämpylä, katri antell;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
32462;Sekaleipä, puhtisämpylä, katri antell;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32463;Sekaleipä, tuhti-moniviljasämpylä, katri antell;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32464;Pähkinä, parapähkinä;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
32465;Sekaleipä, tuhti-porkkanasämpylä, katri antell;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32466;Sekaleipä, oiva perunalimppu, linkosuo;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32467;Sekaleipä, tampereen rievä, linkosuo;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32468;Sekaleipä, jyväleipä, tummempi tuhatjyvä, linkosuo;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32469;Sekaleipä, aamiaissämpylä, perheleipurit;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32470;Vaalea leipä, evässämpylä, perheleipurit;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
32471;Sekaleipä, limpukka, pågen;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32472;Sekaleipä, ruis-vehnätyynyt, vaasan;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32473;Välipalajuoma, hevi shot, valio, ananas-porkkana-mango;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32474;Välipalajuoma, hevi shot, valio, omena-porkkana-mansikka;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32477;Välipalajuoma, mehukatti hedelmävälipala, mansikka;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32478;Ateriakastike, hapanimelä, sweet & sour, uncle ben's, valmiskastike;FOOD;MIX;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
32479;Välipalajuoma, mehukatti hedelmävälipala, päärynä;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32480;Salaatinkastike, kartanon, saarioinen, rypsiöljypohjainen, rasvaa 39 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32481;Välipalajuoma, mehukatti hedelmävälipala, hedelmämix;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32482;Salaatinkastike, talon-, felix, rypsiöljypohjainen, rasvaa 20 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32483;Salaatinkastike, kreikkalainen-, felix, rypsiöljypohjainen, rasvaa 25 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32485;Salaatinkastike, hunaja-sinappi, felix, rypsiöljypohjainen, rasvaa 36 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32486;Broilerikastike, ateriakastikkeesta, hapanimeläkastike, broilerisuikale;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
32487;Broilerikastike, ateriakastikkeesta, curry, broilerisuikale;DISH;FRIE;100;DISH;NONINGR;POULTDI;MEATDTOT
32488;Perunalaatikko, liha-perunasoselaatikko, perunasosejauheesta, nauta, vesi;DISH;BAK;100;DISH;NONINGR;MEATCASS;MEATDTOT
32489;Perunalaatikko, liha-perunasoselaatikko, perunasosejauheesta, nauta, maito;DISH;BAK;100;DISH;NONINGR;MEATCASS;MEATDTOT
32490;Pulla, korvapuusti, gifflar kanelikorvapuusti, pågen;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
32492;Kakku, muffini, cremetäyte muffinsi sitruuna, pågen;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32493;Kakku, muffini, cremetäyte muffinsi kaakao, pågen;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
