FOODID;CONFDID;AMOUNT;FOODUNIT;MASS;EVREMAIN;RECYEAR
31777;31672;41,00;G;41,00;100;2011
31777;1379;16,30;G;16,30;100;2011
31777;369;0,50;G;0,50;86;2011
31777;858;2,80;G;2,80;85;2011
31777;8513;5,60;G;5,60;100;2011
31777;11178;0,20;G;0,20;100;2011
31777;30;0,30;G;0,30;100;2011
31777;33419;33,30;G;33,30;85;2011
31778;31717;41,00;G;41,00;100;2010
31778;1376;16,30;G;16,30;100;2010
31778;369;0,50;G;0,50;86;2010
31778;858;2,80;G;2,80;85;2010
31778;824;33,30;G;33,30;85;2010
31778;8513;5,60;G;5,60;100;2010
31778;11178;0,20;G;0,20;100;2010
31778;30;0,30;G;0,30;100;2010
31780;31717;35,00;G;35,00;100;2013
31780;775;15,60;G;15,60;100;2013
31780;386;10,40;G;10,40;85;2013
31780;642;11,40;G;11,40;86;2013
31780;858;12,60;G;12,60;85;2013
31780;29066;15,00;G;15,00;82;2013
31801;110;1050,00;G;1050,00;100;2010
31801;2;120,00;G;120,00;100;2010
31801;684;500,00;G;500,00;86;2010
31801;858;110,00;G;110,00;85;2010
31801;26;50,00;G;50,00;100;2010
31801;5901;150,00;G;150,00;100;2010
31801;30;5,00;G;5,00;100;2010
31802;110;1050,00;G;1050,00;100;2010
31802;1;170,00;G;170,00;100;2010
31802;684;560,00;G;560,00;86;2010
31802;26;50,00;G;50,00;100;2010
31802;5901;150,00;G;150,00;100;2010
31802;30;5,00;G;5,00;100;2010
31805;110;60,90;G;60,90;100;2010
31805;684;30,50;G;30,50;86;2010
31805;1;10,40;G;10,40;100;2010
31805;858;5,70;G;5,70;85;2010
31805;26;3,00;G;3,00;100;2010
31805;5901;3,00;G;3,00;100;2010
31805;30;0,30;G;0,30;100;2010
31922;31941;50,00;G;50,00;100;2011
31922;31942;50,00;G;50,00;100;2011
31941;684;800,00;G;800,00;86;2011
31941;27;25,00;G;25,00;100;2011
31941;162;16,00;G;16,00;100;2011
31941;20;40,00;G;40,00;100;2011
31941;1;18,00;G;18,00;100;2011
31941;858;55,00;G;55,00;84;2011
31942;684;700,00;G;700,00;86;2011
31942;1;48,00;G;48,00;100;2011
31942;858;110,00;G;110,00;84;2011
31942;20;12,00;G;12,00;100;2011
31942;25;5,00;G;5,00;100;2011
31973;31744;67,00;G;67,00;100;2011
31973;450;33,00;G;33,00;100;2011
31974;31744;63,00;G;63,00;100;2011
31974;450;37,00;G;37,00;100;2011
31975;31747;67,00;G;67,00;100;2011
31975;450;33,00;G;33,00;100;2011
31977;922;29,00;G;29,00;82;2011
31977;26;3,71;G;3,71;100;2011
31977;1;7,61;G;7,61;100;2011
31977;30;0,40;G;0,40;100;2011
31977;11187;1,50;G;1,50;100;2011
31977;541;8,26;G;8,26;100;2011
31977;31683;49,52;G;49,52;100;2011
31986;31747;46,00;G;46,00;100;2011
31986;454;50,00;G;50,00;90;2011
31986;1;4,00;G;4,00;100;2011
31987;31744;63,00;G;63,00;100;2011
31987;454;33,00;G;33,00;90;2011
31987;1;4,00;G;4,00;100;2011
32037;29126;250,00;G;250,00;95;2011
32037;335;55,00;G;55,00;90;2011
32037;684;500,00;G;500,00;90;2011
32037;858;110,00;G;110,00;90;2011
32037;5900;16,00;G;16,00;100;2011
32037;30;5,00;G;5,00;100;2011
32037;1374;330,00;G;330,00;100;2011
32038;684;550,00;G;550,00;88;2011
32038;858;120,00;G;120,00;88;2011
32038;335;110,00;G;110,00;88;2011
32038;5900;4,00;G;4,00;100;2011
32038;30;5,00;G;5,00;100;2011
32038;28946;260,00;G;260,00;88;2011
32038;1374;425,00;G;425,00;100;2011
32047;922;200,00;G;200,00;90;2011
32047;1373;600,00;G;600,00;100;2011
32047;3345;100,00;G;100,00;100;2011
32047;354;20,00;G;20,00;100;2011
32047;5900;13,00;G;13,00;100;2011
32047;7191;350,00;G;350,00;100;2011
32049;922;200,00;G;200,00;90;2011
32049;1373;600,00;G;600,00;100;2011
32049;3345;100,00;G;100,00;100;2011
32049;354;20,00;G;20,00;100;2011
32049;5900;13,00;G;13,00;100;2011
32049;29175;350,00;G;350,00;100;2011
32051;922;500,00;G;500,00;75;
32051;335;55,00;G;55,00;75;
32051;110;18,00;G;18,00;100;
32051;30;3,75;G;3,75;100;
32051;28930;400,00;G;400,00;86;
32055;454;20,00;G;20,00;90;2011
32055;31744;22,00;G;22,00;100;2011
32055;31749;58,00;G;58,00;100;2011
32056;454;20,00;G;20,00;90;2011
32056;31749;58,00;G;58,00;100;2011
32056;31745;22,00;G;22,00;100;2011
32057;454;20,00;G;20,00;90;2011
32057;31746;42,00;G;42,00;100;2011
32057;31749;38,00;G;38,00;100;2011
32058;454;20,00;G;20,00;90;2011
32058;31749;38,00;G;38,00;100;2011
32058;31747;42,00;G;42,00;100;2011
32059;182;51,00;G;51,00;100;2011
32059;30190;27,00;G;27,00;100;2011
32059;29823;3,60;G;3,60;100;2011
32059;1;18,00;G;18,00;100;2011
32059;79;0,40;G;0,40;100;2011
32126;922;70,00;G;70,00;100;2011
32126;31537;30,00;G;30,00;100;2011
32127;922;70,00;G;70,00;100;2011
32127;31537;29,50;G;29,50;100;2011
32127;30;0,50;G;0,50;100;2011
32146;335;100,00;G;100,00;84;
32147;370;100,00;G;100,00;88;
32148;922;450,00;G;450,00;83;2010
32148;110;22,00;G;22,00;100;2010
32148;754;400,00;G;400,00;86;2010
32148;30;5,00;G;5,00;100;2010
32148;5900;15,00;G;15,00;100;2010
32149;389;100,00;G;100,00;84;2011
32150;11062;14,00;G;14,00;100;2011
32150;11054;14,00;G;14,00;100;2011
32150;11051;14,00;G;14,00;100;2011
32150;11049;14,00;G;14,00;100;2011
32150;11071;14,00;G;14,00;100;2011
32150;922;30,00;G;30,00;100;2011
32151;922;450,00;G;450,00;83;2010
32151;110;22,00;G;22,00;100;2010
32151;335;50,00;G;50,00;84;2010
32151;300;60,00;G;60,00;86;2010
32151;309;40,00;G;40,00;86;2010
32151;389;50,00;G;50,00;84;2010
32151;754;400,00;G;400,00;86;2010
32151;30;5,00;G;5,00;100;2010
32151;5900;15,00;G;15,00;100;2010
32152;355;32,00;G;32,00;100;2011
32152;389;32,00;G;32,00;100;2011
32152;362;32,00;G;32,00;100;2011
32152;536;3,00;G;3,00;100;2011
32152;79;1,00;G;1,00;100;2011
32154;922;350,00;G;350,00;83;2010
32154;110;22,00;G;22,00;100;2010
32154;754;400,00;G;400,00;86;2010
32154;30;5,00;G;5,00;100;2010
32154;335;50,00;G;50,00;84;2010
32154;355;180,00;G;180,00;84;2010
32154;345;100,00;G;100,00;80;2010
32154;434;100,00;G;100,00;84;2010
32154;354;50,00;G;50,00;85;2010
32154;393;3,50;G;3,50;84;2010
32154;5900;15,00;G;15,00;100;2010
32155;300;50,00;G;50,00;100;2011
32155;372;50,00;G;50,00;100;2011
32156;370;34,00;G;34,00;100;2011
32156;363;33,00;G;33,00;100;2011
32156;300;33,00;G;33,00;100;2011
32157;355;33,00;G;33,00;100;2011
32157;300;33,00;G;33,00;100;2011
32157;324;34,00;G;34,00;100;2011
32158;300;40,00;G;40,00;100;2013
32158;303;20,00;G;20,00;100;2013
32158;309;20,00;G;20,00;100;2013
32158;311;20,00;G;20,00;100;2013
32159;300;33,00;G;33,00;100;2011
32159;324;34,00;G;34,00;100;2011
32159;322;33,00;G;33,00;100;2011
32160;922;450,00;G;450,00;83;2010
32160;110;22,00;G;22,00;100;2010
32160;754;400,00;G;400,00;86;2010
32160;30;5,00;G;5,00;100;2010
32160;335;50,00;G;50,00;84;2010
32160;355;180,00;G;180,00;84;2010
32160;471;85,00;G;85,00;100;2010
32160;11046;90,00;G;90,00;85;2010
32160;5900;15,00;G;15,00;100;2010
32161;300;50,00;G;50,00;100;2011
32161;372;25,00;G;25,00;100;2011
32161;309;25,00;G;25,00;100;2011
32162;300;50,00;G;50,00;100;2011
32162;324;25,00;G;25,00;100;2011
32162;30214;25,00;G;25,00;100;2011
32164;11565;400,00;G;400,00;75;2011
32164;541;15,00;G;15,00;100;2011
32164;11521;131,00;G;131,00;89;2011
32164;922;500,00;G;500,00;82;2011
32164;30;5,00;G;5,00;100;2011
32164;356;300,00;G;300,00;84;2011
32165;300;50,00;G;50,00;100;2011
32165;303;25,00;G;25,00;100;2011
32165;335;25,00;G;25,00;100;2011
32166;300;10,00;G;10,00;100;2011
32166;303;10,00;G;10,00;100;2011
32166;337;10,00;G;10,00;100;2011
32166;205;70,00;G;70,00;100;2011
32167;300;10,00;G;10,00;100;2011
32167;352;63,00;G;63,00;100;2011
32167;335;9,00;G;9,00;100;2011
32167;355;9,00;G;9,00;100;2011
32167;337;9,00;G;9,00;100;2011
32169;335;150,00;G;150,00;90;2011
32169;858;110,00;G;110,00;90;2011
32169;5900;15,00;G;15,00;100;2011
32169;30;5,00;G;5,00;100;2011
32169;117;125,00;G;125,00;100;2011
32169;754;400,00;G;400,00;78;2011
32169;642;100,00;G;100,00;86;2011
32169;33048;600,00;G;600,00;82;2011
32170;363;25,00;G;25,00;100;2011
32170;300;50,00;G;50,00;100;2011
32170;324;25,00;G;25,00;100;2011
32171;300;25,00;G;25,00;100;2011
32171;372;25,00;G;25,00;100;2011
32171;322;25,00;G;25,00;100;2011
32171;370;25,00;G;25,00;100;2011
32173;32186;33,00;G;33,00;85;2011
32173;32155;33,00;G;33,00;85;2011
32173;32156;33,00;G;33,00;85;2011
32174;335;50,00;G;50,00;85;2011
32174;30;5,00;G;5,00;100;2011
32174;754;350,00;G;350,00;86;2011
32174;355;180,00;G;180,00;84;2011
32174;471;135,00;G;135,00;100;2011
32174;541;15,00;G;15,00;100;2011
32174;922;100,00;G;100,00;83;2011
32174;393;3,50;G;3,50;84;2011
32174;438;100,00;G;100,00;84;2011
32181;29229;23,00;G;23,00;100;2011
32181;922;30,00;G;30,00;100;2011
32181;3342;23,00;G;23,00;100;2011
32181;3343;23,00;G;23,00;100;2011
32186;355;20,00;G;20,00;100;2011
32186;300;20,00;G;20,00;100;2011
32186;324;20,00;G;20,00;100;2011
32186;363;20,00;G;20,00;100;2011
32186;372;20,00;G;20,00;100;2011
32199;922;1000,00;G;1000,00;88;2011
32199;30;7,50;G;7,50;100;2011
32199;754;350,00;G;350,00;86;2011
32199;205;275,00;G;275,00;87;2011
32199;335;50,00;G;50,00;84;2011
32199;313;200,00;G;200,00;86;2011
32202;835;100,00;G;100,00;90;2011
32203;871;100,00;G;100,00;88;2011
32204;33419;100,00;G;100,00;88;2011
32205;32204;100,00;G;100,00;88;2011
32205;32203;100,00;G;100,00;88;2011
32206;356;200,00;G;200,00;90;2011
32206;647;125,00;G;125,00;90;2011
32206;684;300,00;G;300,00;90;2011
32206;30;4,00;G;4,00;100;2011
32206;5900;4,00;G;4,00;100;2011
32206;871;300,00;G;300,00;85;2011
32208;1372;425,00;G;425,00;88;2011
32208;684;550,00;G;550,00;88;2011
32208;858;120,00;G;120,00;88;2011
32208;642;40,00;G;40,00;100;2011
32208;335;75,00;G;75,00;88;2011
32208;5900;4,00;G;4,00;100;2011
32208;30;9,00;G;9,00;100;2011
32208;871;400,00;G;400,00;85;2011
32209;1372;425,00;G;425,00;88;2011
32209;684;550,00;G;550,00;88;2011
32209;858;120,00;G;120,00;88;2011
32209;642;40,00;G;40,00;100;2011
32209;335;75,00;G;75,00;88;2011
32209;5900;4,00;G;4,00;100;2011
32209;30;9,00;G;9,00;100;2011
32209;826;400,00;G;400,00;85;2011
32211;684;450,00;G;450,00;90;2011
32211;205;420,00;G;420,00;90;2011
32211;858;90,00;G;90,00;90;2011
32211;335;75,00;G;75,00;90;2011
32211;30;7,50;G;7,50;100;2011
32211;110;9,00;G;9,00;100;2011
32211;5900;4,00;G;4,00;100;2011
32211;871;350,00;G;350,00;85;2011
32212;684;450,00;G;450,00;90;2011
32212;205;420,00;G;420,00;90;2011
32212;858;90,00;G;90,00;90;2011
32212;335;75,00;G;75,00;90;2011
32212;30;7,50;G;7,50;100;2011
32212;110;9,00;G;9,00;100;2011
32212;5900;4,00;G;4,00;100;2011
32212;826;350,00;G;350,00;85;2011
32214;684;400,00;G;400,00;88;2011
32214;5900;30,00;G;30,00;100;2011
32214;642;30,00;G;30,00;100;2011
32214;110;18,00;G;18,00;100;2011
32214;30;7,50;G;7,50;100;2011
32214;871;500,00;G;500,00;85;2011
32214;33456;200,00;G;200,00;86;2011
32224;871;400,00;G;400,00;85;2011
32224;11521;85,00;G;85,00;89;2011
32224;335;110,00;G;110,00;84;2011
32224;684;750,00;G;750,00;86;2011
32224;858;82,50;G;82,50;85;2011
32224;30;7,00;G;7,00;100;2011
32224;5900;10,00;G;10,00;100;2011
32225;11521;85,00;G;85,00;89;2011
32225;335;110,00;G;110,00;84;2011
32225;684;750,00;G;750,00;86;2011
32225;858;82,50;G;82,50;85;2011
32225;30;7,00;G;7,00;100;2011
32225;5900;10,00;G;10,00;100;2011
32225;826;400,00;G;400,00;85;2011
32228;922;600,00;G;600,00;87;2006
32228;30;40,00;G;40,00;100;2006
32228;11030;300,00;G;300,00;100;2006
32228;100;300,00;G;300,00;100;2006
32228;110;300,00;G;300,00;100;2006
32228;706;300,00;G;300,00;90;2006
32228;812;1000,00;G;1000,00;85;2006
32228;5900;130,00;G;130,00;100;2006
32229;812;800,00;G;800,00;85;2011
32229;5900;50,00;G;50,00;100;2011
32229;30;5,00;G;5,00;100;2011
32230;30;1,00;G;1,00;100;2011
32230;500;8,00;G;8,00;100;2011
32230;812;100,00;G;100,00;90;2011
32231;30;1,00;G;1,00;100;2011
32231;500;8,00;G;8,00;100;2011
32231;813;100,00;G;100,00;85;2011
32232;824;800,00;G;800,00;85;2011
32232;30;7,50;G;7,50;100;2011
32232;500;60,00;G;60,00;100;2011
32233;922;100,00;G;100,00;75;2011
32233;335;55,00;G;55,00;75;2011
32233;110;22,00;G;22,00;100;2011
32233;30;3,00;G;3,00;100;2011
32233;398;400,00;G;400,00;85;2011
32233;32704;400,00;G;400,00;80;2011
32234;335;55,00;G;55,00;75;2011
32234;30;3,00;G;3,00;100;2011
32234;398;400,00;G;400,00;85;2011
32234;32704;400,00;G;400,00;80;2011
32236;335;55,00;G;55,00;75;2011
32236;30;3,00;G;3,00;100;2011
32236;398;400,00;G;400,00;85;2011
32236;11562;400,00;G;400,00;80;2011
32237;5900;60,00;G;60,00;100;2011
32237;30;5,00;G;5,00;100;2011
32237;33419;800,00;G;800,00;80;2011
32238;699;100,00;G;100,00;80;2011
32238;30;7,50;G;7,50;100;2011
32238;33419;800,00;G;800,00;80;2011
32239;335;55,00;G;55,00;75;2011
32239;30;3,00;G;3,00;100;2011
32239;398;400,00;G;400,00;85;2011
32239;11562;400,00;G;400,00;80;2011
32239;922;100,00;G;100,00;83;2011
32239;110;22,00;G;22,00;100;2011
32240;632;100,00;G;100,00;80;2011
32240;30;7,50;G;7,50;100;2011
32240;33419;800,00;G;800,00;80;2011
32241;922;100,00;G;100,00;75;2011
32241;711;400,00;G;400,00;75;2011
32241;335;55,00;G;55,00;75;2011
32241;110;22,00;G;22,00;100;2011
32241;30;3,00;G;3,00;100;2011
32241;398;400,00;G;400,00;85;2011
32242;711;400,00;G;400,00;75;2011
32242;335;55,00;G;55,00;75;2011
32242;30;3,00;G;3,00;100;2011
32242;398;400,00;G;400,00;85;2011
32243;335;55,00;G;55,00;75;2011
32243;30;3,00;G;3,00;100;2011
32243;398;400,00;G;400,00;85;2011
32243;712;400,00;G;400,00;80;2011
32244;335;55,00;G;55,00;75;2011
32244;30;3,00;G;3,00;100;2011
32244;398;400,00;G;400,00;85;2011
32244;712;400,00;G;400,00;80;2011
32244;922;100,00;G;100,00;83;2011
32244;110;22,00;G;22,00;100;2011
32245;922;500,00;G;500,00;75;2011
32245;335;55,00;G;55,00;75;2011
32245;110;18,00;G;18,00;100;2011
32245;30;3,75;G;3,75;100;2011
32245;712;400,00;G;400,00;80;2011
32248;826;800,00;G;800,00;85;
32248;5900;60,00;G;60,00;100;
32248;30;7,50;G;7,50;100;
32249;500;8,00;G;8,00;100;2011
32249;30;1,00;G;1,00;100;2011
32249;815;100,00;G;100,00;85;2011
32250;815;800,00;G;800,00;85;
32250;5900;50,00;G;50,00;100;
32250;30;5,00;G;5,00;100;
32251;632;200,00;G;200,00;80;2011
32251;30;7,50;G;7,50;100;2011
32251;5900;4,00;G;4,00;100;2011
32251;29207;800,00;G;800,00;80;2011
32274;31608;230,00;G;230,00;90;2011
32274;858;180,00;G;180,00;85;2011
32274;1;490,00;G;490,00;100;2011
32274;110;360,00;G;360,00;100;2011
32274;74;16,00;G;16,00;100;2011
32274;20;18,00;G;18,00;100;2011
32274;11188;18,00;G;18,00;100;2011
32274;684;150,00;G;150,00;86;2011
32274;900;35,00;G;35,00;100;2011
32278;450;170,00;G;170,00;90;2011
32278;110;800,00;G;800,00;100;2011
32278;1;85,00;G;85,00;100;2011
32278;5901;75,00;G;75,00;100;2011
32278;858;60,00;G;60,00;90;2011
32278;26;25,00;G;25,00;100;2011
32278;30;2,50;G;2,50;100;2011
32278;689;250,00;G;250,00;86;2011
32279;450;394,00;G;394,00;100;2010
32279;1;340,00;G;340,00;100;2010
32279;110;560,00;G;560,00;100;2010
32279;31160;10,00;G;10,00;100;2010
32279;31608;250,00;G;250,00;90;2010
32279;613;200,00;G;200,00;88;2010
32280;454;900,00;G;900,00;90;2010
32280;110;800,00;G;800,00;100;2010
32280;1;170,00;G;170,00;100;2010
32280;5901;75,00;G;75,00;100;2010
32280;858;60,00;G;60,00;90;2010
32280;26;25,00;G;25,00;100;2010
32280;162;15,00;G;15,00;100;2010
32280;30;2,50;G;2,50;100;2010
32280;922;250,00;G;250,00;82;2010
32326;1;441,00;G;441,00;100;2010
32326;110;560,00;G;560,00;100;2010
32326;31160;10,00;G;10,00;100;2010
32326;31608;250,00;G;250,00;90;2010
32326;613;200,00;G;200,00;88;2010
32326;454;568,30;G;568,30;90;2010
32327;31608;36,00;G;36,00;90;2010
32327;922;4,00;G;4,00;82;2010
32327;110;60,00;G;60,00;100;2010
32327;454;117,40;G;117,40;90;2010
32328;31608;26,50;G;26,50;90;2010
32328;858;16,50;G;16,50;85;2010
32328;110;46,70;G;46,70;100;2010
32328;74;1,30;G;1,30;100;2010
32328;2;14,30;G;14,30;100;2010
32328;454;105,30;G;105,30;90;2010
32329;31608;27,00;G;27,00;90;2010
32329;684;9,40;G;9,40;86;2010
32329;858;15,30;G;15,30;85;2010
32329;110;45,16;G;45,16;100;2010
32329;74;1,30;G;1,30;100;2010
32329;39;2,50;G;2,50;100;2010
32329;454;116,70;G;116,70;90;2010
32332;454;240,00;G;240,00;90;2010
32332;31608;100,00;G;100,00;100;2010
32332;1;127,50;G;127,50;100;2010
32332;858;165,00;G;165,00;85;2010
32332;74;5,00;G;5,00;100;2010
32332;110;175,00;G;175,00;100;2010
32332;622;250,00;G;250,00;88;2010
32332;615;200,00;G;200,00;82;2010
32332;11188;10,00;G;10,00;100;2010
32333;28916;600,00;G;600,00;90;2010
32333;110;800,00;G;800,00;100;2010
32333;1;150,00;G;150,00;100;2010
32333;5901;75,00;G;75,00;100;2010
32333;858;60,00;G;60,00;90;2010
32333;26;25,00;G;25,00;100;2010
32333;30;2,50;G;2,50;100;2010
32333;689;250,00;G;250,00;86;2010
32379;1372;700,00;G;700,00;85;2011
32379;29;250,00;G;250,00;85;2011
32379;335;150,00;G;150,00;85;2011
32379;5900;15,00;G;15,00;100;2011
32379;30;3,75;G;3,75;100;2011
32379;11562;300,00;G;300,00;80;2011
32380;1372;700,00;G;700,00;85;2011
32380;335;150,00;G;150,00;85;2011
32380;5900;15,00;G;15,00;100;2011
32380;30;3,75;G;3,75;100;2011
32380;28930;300,00;G;300,00;86;2011
32380;30315;250,00;G;250,00;100;2011
32382;32381;75,00;G;75,00;100;2011
32382;922;300,00;G;300,00;83;2011
32382;11562;400,00;G;400,00;80;2011
32383;32381;75,00;G;75,00;100;2011
32383;922;300,00;G;300,00;83;2011
32383;711;400,00;G;400,00;80;2011
32397;331;30,00;G;30,00;100;2011
32397;346;50,00;G;50,00;100;2011
32397;352;90,00;G;90,00;100;2011
32397;11067;40,00;G;40,00;100;2011
32397;828;40,00;G;40,00;100;2011
32397;3700;50,00;G;50,00;100;2011
32397;1372;50,00;G;50,00;100;2011
32398;1372;700,00;G;700,00;85;2011
32398;335;150,00;G;150,00;85;2011
32398;5900;15,00;G;15,00;100;2011
32398;30;3,75;G;3,75;100;2011
32398;11067;300,00;G;300,00;88;2011
32398;75;250,00;G;250,00;83;2011
32401;826;800,00;G;800,00;90;2011
32401;5900;30,00;G;30,00;100;2011
32401;30;6,00;G;6,00;100;2011
32401;126;20,00;G;20,00;100;2011
32401;379;50,00;G;50,00;87;2011
32401;29065;100,00;G;100,00;82;2011
32405;615;200,00;G;200,00;100;2011
32405;32403;17,00;G;17,00;100;2011
32438;428;10,00;G;10,00;100;2011
32438;28937;3,75;G;3,75;100;2011
32438;11505;5,00;G;5,00;100;2011
32438;401;3,75;G;3,75;100;2011
32438;409;3,75;G;3,75;100;2011
32438;11063;3,75;G;3,75;100;2011
32438;11052;3,00;G;3,00;100;2011
32438;28936;1,00;G;1,00;100;2011
32438;182;20,00;G;20,00;100;2011
32438;29823;18,60;G;18,60;100;2011
32438;1;12,00;G;12,00;100;2011
32438;79;0,90;G;0,90;100;2011
32438;160;10,00;G;10,00;100;2011
32438;29822;4,50;G;4,50;100;2011
32454;922;1000,00;G;1000,00;75;2011
32454;718;600,00;G;600,00;75;2011
32454;713;600,00;G;600,00;75;2011
32454;30;10,00;G;10,00;100;2011
32454;335;110,00;G;110,00;84;2011
32454;300;100,00;G;100,00;84;2011
32459;922;25,00;G;25,00;100;2011
32459;110;40,50;G;40,50;100;2011
32459;29822;15,00;G;15,00;100;2011
32459;30991;3,50;G;3,50;87;2011
32459;160;5,00;G;5,00;100;2011
32459;11212;3,00;G;3,00;87;2011
32459;103;3,00;G;3,00;100;2011
32459;531;1,00;G;1,00;100;2011
32459;530;1,00;G;1,00;90;2011
32459;79;1,20;G;1,20;100;2011
32459;26;1,20;G;1,20;100;2011
32459;1;0,60;G;0,60;100;2011
32462;922;25,00;G;25,00;100;2011
32462;110;38,00;G;38,00;100;2011
32462;29822;15,00;G;15,00;100;2011
32462;30991;3,50;G;3,50;87;2011
32462;160;5,00;G;5,00;100;2011
32462;11212;3,00;G;3,00;87;2011
32462;103;3,00;G;3,00;100;2011
32462;530;1,00;G;1,00;90;2011
32462;79;1,20;G;1,20;100;2011
32462;26;1,20;G;1,20;100;2011
32462;1;0,60;G;0,60;100;2011
32462;111;3,00;G;3,00;100;2011
32462;385;0,50;G;0,50;87;2011
32465;922;25,00;G;25,00;100;2011
32465;300;8,00;G;8,00;100;2011
32465;26;1,00;G;1,00;100;2011
32465;79;1,00;G;1,00;100;2011
32465;110;51,50;G;51,50;100;2011
32465;29822;3,00;G;3,00;100;2011
32465;30991;2,00;G;2,00;87;2011
32465;160;2,00;G;2,00;100;2011
32465;11212;2,00;G;2,00;87;2011
32465;103;2,00;G;2,00;100;2011
32465;530;1,50;G;1,50;90;2011
32465;1;0,50;G;0,50;100;2011
32465;531;0,50;G;0,50;100;2011
32466;100;31,80;G;31,80;100;2011
32466;922;28,00;G;28,00;82;2011
32466;110;25,00;G;25,00;100;2011
32466;3;5,00;G;5,00;100;2011
32466;26;2,00;G;2,00;100;2011
32466;209;5,00;G;5,00;86;2011
32466;43;2,00;G;2,00;100;2011
32466;79;1,20;G;1,20;100;2011
32486;754;400,00;G;400,00;86;2011
32486;5900;15,00;G;15,00;100;2011
32486;32478;400,00;G;400,00;100;2011
32487;754;400,00;G;400,00;86;2011
32487;5900;15,00;G;15,00;100;2011
32487;32384;400,00;G;400,00;100;2011
32488;335;50,00;G;50,00;88;2010
32488;5900;4,00;G;4,00;100;2010
32488;30;5,00;G;5,00;100;2010
32488;11562;300,00;G;300,00;88;2010
32488;206;210,00;G;210,00;86;2010
32488;922;1200,00;G;1200,00;82;2010
32489;335;50,00;G;50,00;88;2010
32489;5900;4,00;G;4,00;100;2010
32489;30;5,00;G;5,00;100;2010
32489;11562;300,00;G;300,00;88;2010
32489;206;210,00;G;210,00;86;2010
32489;684;1200,00;G;1200,00;86;2010
32490;110;39,00;G;39,00;100;2011
32490;922;11,50;G;11,50;100;2011
32490;1;22,00;G;22,00;100;2011
32490;858;3,00;G;3,00;100;2011
32490;26;2,00;G;2,00;100;2011
32490;30;1,00;G;1,00;100;2011
32490;530;14,00;G;14,00;100;2011
32490;29210;3,00;G;3,00;100;2011
32490;531;2,00;G;2,00;100;2011
32490;27;1,00;G;1,00;100;2011
32490;162;1,00;G;1,00;100;2011
32490;379;0,50;G;0,50;100;2011
32494;922;500,00;G;500,00;75;2011
32494;11562;400,00;G;400,00;75;2011
32494;335;55,00;G;55,00;75;2011
32494;110;18,00;G;18,00;100;2011
32494;30;3,75;G;3,75;100;2011
32494;5900;15,00;G;15,00;100;2011
32495;922;500,00;G;500,00;75;2011
32495;335;55,00;G;55,00;75;2011
32495;110;18,00;G;18,00;100;2011
32495;30;3,75;G;3,75;100;2011
32495;28930;400,00;G;400,00;86;2011
32495;5900;15,00;G;15,00;100;2011
32497;922;500,00;G;500,00;75;2011
32497;335;55,00;G;55,00;75;2011
32497;110;18,00;G;18,00;100;2011
32497;30;3,75;G;3,75;100;2011
32497;712;400,00;G;400,00;80;2011
32497;5900;15,00;G;15,00;100;2011
32498;922;500,00;G;500,00;75;
32498;335;55,00;G;55,00;75;
32498;110;18,00;G;18,00;100;
32498;30;3,75;G;3,75;100;
32498;32704;400,00;G;400,00;80;
32500;922;500,00;G;500,00;75;2011
32500;335;55,00;G;55,00;75;2011
32500;110;18,00;G;18,00;100;2011
32500;30;3,75;G;3,75;100;2011
32500;28946;400,00;G;400,00;75;2011
32501;922;500,00;G;500,00;75;2011
32501;711;400,00;G;400,00;75;2011
32501;335;55,00;G;55,00;75;2011
32501;110;18,00;G;18,00;100;2011
32501;30;3,75;G;3,75;100;2011
32504;684;450,00;G;450,00;80;2011
32504;335;75,00;G;75,00;75;2011
32504;5900;35,00;G;35,00;100;2011
32504;110;30,00;G;30,00;100;2011
32504;30;5,00;G;5,00;100;2011
32504;32704;200,00;G;200,00;80;2011
32505;684;450,00;G;450,00;80;2011
32505;711;200,00;G;200,00;75;2011
32505;335;75,00;G;75,00;75;2011
32505;5900;35,00;G;35,00;100;2011
32505;110;30,00;G;30,00;10;2011
32505;30;5,00;G;5,00;100;2011
32506;32381;75,00;G;75,00;100;2011
32506;922;300,00;G;300,00;83;2011
32506;712;400,00;G;400,00;80;2011
32507;32381;75,00;G;75,00;100;2011
32507;922;300,00;G;300,00;83;2011
32507;32704;400,00;G;400,00;80;2011
32508;922;325,00;G;325,00;75;2011
32508;305;450,00;G;450,00;88;2011
32508;684;175,00;G;175,00;80;2011
32508;5900;20,00;G;20,00;100;2011
32508;335;55,00;G;55,00;75;2011
32508;110;20,00;G;20,00;100;2011
32508;30;3,75;G;3,75;100;2011
32510;305;600,00;G;600,00;88;2011
32510;5900;34,00;G;34,00;100;2011
32510;335;350,00;G;350,00;75;2011
32510;110;10,00;G;10,00;100;2011
32510;30;3,75;G;3,75;100;2011
32510;29026;350,00;G;350,00;75;2011
32517;110;30,00;G;30,00;100;2011
32517;1;25,00;G;25,00;100;2011
32517;946;1,00;G;1,00;100;2011
32517;922;14,00;G;14,00;100;2011
32517;450;12,00;G;12,00;100;2011
32517;531;13,30;G;13,30;100;2011
32517;858;1,50;G;1,50;100;2011
32517;530;1,50;G;1,50;100;2011
32517;26;1,00;G;1,00;100;2011
32517;79;0,70;G;0,70;100;2011
32525;922;1000,00;G;1000,00;90;2011
